,address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,location_address,location_city,location_state,location_zip,longitude,results,risk,state,violations,zip
436,5321 W GRAND AVE ,ITW SPEER/HIGH SCHOOL,CHICAGO,CHARTWELLS,CHARTER SCHOOL CAFETERIA,2018-01-22T00:00:00.000,2135754,Canvass,41.91745895014328,2326934,POINT (-87.759369848829 41.917458950143),,,,,-87.75936984882935,Pass,Risk 1 (High),IL,,60639
437,2929 W 83rd ST ,CHARLES CARROLL ELEMENTARY,CHICAGO,CHARLES CARROLL ELEMENTARY,School,2018-01-22T00:00:00.000,2135753,Canvass,41.74248931239549,22571,POINT (-87.696002995458 41.742489312395),,,,,-87.69600299545782,Pass w/ Conditions,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: OBSERVED NO CITY OF CHICAGO SANITATION CERTIFICATE POSTED AT THIS TIME, INSTRUCTED TO PROVIDE. SERIOUS VIOLATION 7-38-012a. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED #10 CAN OPENER NOT CLEAN, INSTRUCTED TO CLEAN AND SANITIZE.",60652
438,207 W 79TH ST ,DUNKIN DONUTS,CHICAGO,DUNKIN DONUTS,Restaurant,2018-01-22T00:00:00.000,2135750,Complaint,41.75074999598463,1913870,POINT (-87.629792244319 41.750749995985),,,,,-87.6297922443189,Fail,Risk 2 (Medium),IL,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: 3-COMPARTMENT SINK NOT PROPERLY MAINTAINED, OBSERVED WATER BACKING UP ONTO FLOOR THROUGH OPEN SITE DRAIN WHEN 3-COMPARTMENT SINK IS IN USE. INSTRUCTED MANAGER TO REPAIR. SERIOUS VIOLATION 7-38-030 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE ALL MILK CRATES AND PROVIDE ADEQUATE SHELVING IN WALK-IN FREEZER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL COOLERS, FREEZERS, SHELVING UNITS, PREP TABLES, BEVERAGE MACHINES,ICE MACHINE, SURFACES UNDER FRONT COUNTER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP AND STORAGE AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN INTERIOR OF ALL CEILING VENTS AND LIGHT SHIELDS(DUST BUILDUP, DEAD INSECTS)IN PREP AND STORAGE AREAS. REPLACE MISSING CEILING TILES IN REAR STORAGE AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PROVIDE ADEQUATE LIGHTING INSIDE CUSTOMER WASHROOM. SECURE LOOSE LIGHT SHIELD IN REAR PREP AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING FAUCET ON 3-COMPARTMENT SINK.",60620
439,5414 N Linder (5500W) ,FARNSWORTH  SCHOOL,CHICAGO,FARNSWORTH  SCHOOL,School,2018-01-22T00:00:00.000,2135748,Canvass,41.97980919943396,23161,POINT (-87.766108090893 41.979809199434),,,,,-87.76610809089279,Pass,Risk 1 (High),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Observed timed faucets, at the boys and girls toilet rooms located at the 1st,2nd flrs (south-end) of building,the water not staying on without holding the handles(15 seconds).Instructed to repair plumbing faucets (engineer is made aware)and maintain. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Instructed to replace water stained ceiling tiles in outside modular pre-k classroom#117 and remove dusts accumulations from ceiling vents inside students toilet rooms and maintain. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Observed missing thermometer inside the refrigerator located in the outside modular pre-k classroom#115.Instructed to provide and maintain a visible thermometer for refrigerator. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Detail clean and sanitize students water fountains throughout the main building and outside modular and maintain.",60630
440,6301 S ASHLAND AVE ,"CHECKERS DRIVE-IN RESTAURANTS, INC",CHICAGO,"CHECKERS DRIVE-IN RESTAURANTS, INC",Restaurant,2018-01-22T00:00:00.000,2135745,Complaint,41.779375935711215,2541850,POINT (-87.664072091298 41.779375935711),,,,,-87.6640720912977,Fail,Risk 2 (Medium),IL,"26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: TOILET AND HANDSINK HAS BEEN REMOVED FROM A TOILET ROOM THAT WAS LICENSED AS SUCH. INSTD TO RE INSTALL TOILET, HANDSINK WITH HOT/COLD RUNNING WATER UNDER CITY PRESSURE. TOILET ROOM CAN NOT BE REMOVED. VIOLATION 7-38-030 SERIOUS. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA NOT CLEAN OR MAINTAINED. OVERFLOWING DUMPSTER WITH EXPOSED GARBAGE, UNABLE TO HAVE LIDS TIGHT FITTING. INSTD TO CLEAN AND MAINTAIN GARBAGE AREA AND HAVE DUMPSTERS WITH TIGHT FITTING LIDS. VIOLATION 7-38-020 SERIOUS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAK AT PIPE UNDER 1ST BASIN OF 3-COMPARTMENT SINK. INSTD TO REPAIR AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLUTTER IN STORAGE CLOSET. INSTD TO ORGANIZE. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER REQUIREMENTS NOT MET. INSTD TO MEET MINIMUM REQUIREMENTS.",60636
441,200 S MICHIGAN AVE ,POTBELLY SANDWICH WORKS,CHICAGO,POTBELLY SANDWICH WORKS,Restaurant,2018-01-22T00:00:00.000,2135744,Canvass,41.87948932869769,2099528,POINT (-87.624498124934 41.879489328698),,,,,-87.62449812493391,Pass w/ Conditions,Risk 1 (High),IL,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: OBSERVED INADEQUATE HAND WASHING FACILITIES FOR STAFF.NO HOT WATER AT MULTIPLE HAND SINKS IN ESTABLISHMENT,IE FRONT EXPOSED SINK HOT WATER TEMPERATURE 58.0F,REAR HAND SINKS-52.1F,56.7F, AND MEN'S WASHROOM HAND SINK USED BY STAFF 63.F. HOT WATER TEMPERATURE FOR HAND WASHING MUST BE A MINIMIUM OF 85.0F. LICENSED PLUMBER RESTORED HOT WATER TO ALL  HAND SINKS 127.0F-CDI. CRITICAL VIOLATION 7-38-030. | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: OBSERVED EMPLOYEE USING POOR HYGIENIC PRACTICES . UPON INSPECTION EMPLOYEE/FOOD HANDLER TALKING ON PHONE. AFTER PHONE CALL DIDN'T WASH HANDS PRIOR TO PUTTING GLOVES ON TO PREPARE SANDWICH FOR CUSTOMER. INSTRUCTED EMPLOYEE TO WASH HANDS, CDI. ALL EMPLOYEES MUST WASH THEIR HANDS AFTER EACH ACTIVITY BEFORE HANDLING FOOD,( IE, TALKING ON PHONE, HANDLING MONEY,TOUCHING THEIR FACE,ETC). CRITICAL VIOLATION 7-38-010A.",60604
442,2601 W 80th ST ,ROSENWALD ELEMENTARY,CHICAGO,ROSENWALD ELEMENTARY,School,2018-01-22T00:00:00.000,2135743,Canvass,41.74809581195331,22573,POINT (-87.687871422088 41.748095811953),,,,,-87.68787142208816,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED MILK CREATES USED FOR FOOD STORAGE SHELVES, INSTRUCTED TO PROVIDE ADDITIONAL STORAGE FOR SUPPLIES IN REAR STORAGE.",60652
443,924 W BELMONT AVE ,POTBELLY SANDWICH WORKS,CHICAGO,POTBELLY SANDWICH WORKS,Restaurant,2018-01-22T00:00:00.000,2135742,Complaint,41.94004450704706,1841496,POINT (-87.652539261086 41.940044507047),,,,,-87.65253926108572,Fail,Risk 1 (High),IL,29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATION NOT CORRECTED FROM REPORT DATED 9-28-17 INSPECTION # 2089050. VIOLATION 38. MUST REAIR MAJOR LEAK AT FRONT HANDSINK WASTE PIPING. SERIOUS VIOLATION. 7-42-090.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND NO BACKFLOW PREVENTION DEVICES AT ICE TEA MACHINE WATERLINE. MUST PROVIDE.,60657
444,5726 N WESTERN AVE ,SUNSET PHO CAFE,CHICAGO,SUNSET PHO CAFE,Restaurant,2018-01-19T00:00:00.000,2135741,Canvass,41.98581390944315,1446810,POINT (-87.689664193211 41.985813909443),,,,,-87.68966419321139,Pass,Risk 1 (High),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: EXCESSIVE DUST ON CEILING VENT IN WOMANS WASHROOM. MUST CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAK UNDER THE BAG IN BOX SODA SYSTEM IN BASEMENT CLOSET INTO A BUCKET. MUST REPAIR AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ALL UNNECESSARY ITEMS THROUGHOUT THE BASEMENT, GARAGE AND REAR OUTDOOR PATIO AND WALKWAY MUST BE REMOVED AND ALL OTHER STORED ITEMS MUST BE STORED ELEVATED AND ORGANIZED. INCLUDING THE OUTDOOR BBQ GRILL. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: ALL BULK FOOD CONTAINERS MUST BE LABELED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: TORN RUBBER DOOR GASKET ON THE COOKS LINE COOLER AND KITCHEN TALL REACH-IN COOLER. MUST REPLACE. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: ALL WIPING CLOTHS THROUGHOUT KITCHEN AND PREP AREA MUST BE HELD IN A CONTAINER WITH A SANITIZING SOLUTION. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: EXCESSIVE DUST ON LIGHT SHIELD ABOVE THE CLEAN STORED DISHES ON THE COOKS LINE. MUST CLEAN AND MAINTAIN. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: MUST PROVIDE PROOF OF FOOD HANDLERS TRAINING FOR ALL REQUIRED EMPLOYEES.",60659
445,2000 N CLYBOURN AVE ,CHIPOTLE MEXICAN GRILL,CHICAGO,CHIPOTLE MEXICAN GRILL,Restaurant,2018-01-19T00:00:00.000,2135739,Canvass,41.91758179156386,76583,POINT (-87.659022897666 41.917581791564),,,,,-87.6590228976662,Pass,Risk 1 (High),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED REAR EXPOSED HAND WASHING SINK DRAINING SLOW. MUST REPAIR AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOOR DRAINS WITH DIRT AND DEBRIS ON REAR PREP/DISHWASHING AREA. MUST CLEAN AND MAINTAIN.",60614
446,1007 W ARGYLE ST ,NORTH GARDEN,CHICAGO,NORTH GARDEN,Restaurant,2018-01-19T00:00:00.000,2135738,Canvass Re-Inspection,41.97319805257552,2368358,POINT (-87.655248062429 41.973198052576),,,,,-87.65524806242914,Pass,Risk 1 (High),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. MICE ACTIVITY IS NOW MINIMIZED AT THE TIME OF INSPECTION. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: NOTED ASSORTED FOOD ITEMS STORED IN TIN CANS AND GROCERY BAGS INSIDE THE REFRIGERATION UNITS. INSTRUCTED TO STORE ALL FOOD ITEMS INSIDE APPROVED FOOD GRADE CONTAINERS WITH TIGHT FITTING LIDS.
 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED SHELVES BY THE STOVE/DEEP FRYER LINED WITH FOIL PAPER. INSTRUCTED TO REMOVE, CLEAN AND MAINTAIN TO PREVENT HIDING PLACES FOR PEST | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED",60640
447,1706-1708 E 79TH ST ,STONY ISLAND DISCOUNT,CHICAGO,STONY ISLAND DISCOUNT,Grocery Store,2018-01-19T00:00:00.000,2135736,Complaint,41.75163004554857,2549338,POINT (-87.582854404832 41.751630045549),,,,,-87.58285440483169,Fail,Risk 3 (Low),IL,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: FOUND NO EXPOSED HANDSINK ON PREMISES IN PREP AREA.  NO EXPOSED HANDSINK ON PREMISES WITH HOT AND COLD RUNNING WATER, SOAP AND HANDTOWELS AS REQUIRED FOR HANDWASHING IN THE PREP AREA.  INSTRUCTED TO INSTALL. INSTRUCTED TO CEASE AND DESIST ALL SALES OF POTENTIALLY HAZARDOUS FOODS UNTIL PLUMBING REQUIREMENTS AND FOOD SANITATION REQUIREMENTS ARE MET AND HAVE BEEN APPROVED BY CDPH.   CRITICAL VIOLATION ISSUED 7-38-030. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CITY OF CHICAGO FOOD SANITATION CERTIFICATE ON PREMISES.  NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE ON PREMISES AS REQUIRED FOR THE SALE OF POTENTIALLY HAZARDOUS FOODS.  INSTRUCTED THAT A FOOD SANITATION CERTIFICATE MUST BE OBTAINED AND THAT THE CERTIFIED MANAGER MUST BE ON DUTY AT ALL TIMES POTENTIALLY HAZARDOUS FOODS ARE BEING SERVED.  SERIOUS VIOLATION 7-38-012 ISSUED. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOODS IN PREP AREA NOT PROTECTED DURING PREPARATION.  FOUND NO BARRIER AROUND THE FOOD PREP AREA TO AVOID POSSIBLE CONTAMINATION FROM CUSTOMERS; MUST PROVIDE A BARRIER TO PROTECT ALL FOODS IN HOT HOLDING UNITS AND REFRIGERATION UNITS.  SERIOUS VIOLATION 7-38-005(A) ISSUED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MOP SINK INSTALLED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO BACKFLOW PREVENTOR DEVICE INSTALLED AT UTILITY SINK AS REQUIRED; MUST INSTALL A BACKFLOW PREVENTOR DEVICE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE AND MAINTAIN STORAGE AREAS. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: CORRECTED.",60649
448,1807 S ASHLAND AVE ,LA CEBOLLITA GRILL,CHICAGO,"LA CEBOLLITA GRILL #2, INC.",Restaurant,2018-01-19T00:00:00.000,2135735,Canvass Re-Inspection,41.857561185250134,2184654,POINT (-87.66598939272 41.85756118525),,,,,-87.66598939271972,Pass,Risk 1 (High),IL,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: VIOLATION CORRECTED. NO EVIDENCE OF RODENT(RAT) ACTIVITY AT THIS TIME OF INSPECTION. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: VIOLATION CORRECTED. OWNER PROVIDED PROOF OF COMPLETION OF FOOD SERVICE SANITATION MANAGER CERTIFICATION CLASS FROM ILLINOIS RESTAURANT ASSOC. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED. FLOOR IN KITCHEN PREP AREA RE-GROUTED AND OPENINGS SEALED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED. OPENING INTO WALL SEALED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: VIOLATION CORRECTED. ADEQUATE LIGHT PROVIDED AT SOUTH END OF KITCHEN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: VIOLATION CORRECTED. CLUTTER REMOVED FROM BEHIND FRONT SERVICE COUNTER.",60608
449,2415 W DIVERSEY AVE ,LEE'S CHOP SUEY,CHICAGO,"J & J LEE CHOP SUEY, INC.",Restaurant,2018-01-19T00:00:00.000,2135734,License,41.93205235746449,2574776,POINT (-87.688544543026 41.932052357464),,,,,-87.68854454302593,Pass,Risk 1 (High),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Observed grease accumulation on the exterior of the cooking surfaces. Instructed facility to clean and maintain.

Observed slight dirt accumulation in the upper interior portion of the ice machine. Instructed facility to clean, sanitize, and maintain. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed the floor under and behind the cooking equipment to have dirt and debris accumulated on it. Instructed facility to clean and maintain. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Observed the exhaust hood and filters to have grease build up. Instructed facility to clean and maintain.",60647
450,9244 S ASHLAND AVE ,DOLLAR GENERAL STORE #13157,CHICAGO,DOLLAR GENERAL STORE #13157,Grocery Store,2018-01-19T00:00:00.000,2135733,Complaint,41.72533155626631,2134612,POINT (-87.662922957238 41.725331556266),,,,,-87.66292295723761,Fail,Risk 3 (Low),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 15 MICE DROPPINGS ON SHELVES IN SOUTHWEST IN REAR STORAGE AREA, 10 MICE DROPPINGS ON FLOOR NEAR PEG HOLDERS IN  REAR STORAGE AREA, 5 MICE DROPPINGS ON FLOOR BETWEEN PINK CARDBOARD BOXES, 3 MICE DROPPINGS ON FLOOR NEAR DAMAGED CART IN REAR STORAGE AREA, 3 MICE DROPPINGS ON POP DISPLAY SHELVES IN SALES AREA. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. SERIOUS VIOLATION 7-38-020 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL DISPLAY SHELVES, COOLERS, AND FREEZERS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL DISPLAY SHELVES, ALONG WALLS AND IN ALL CORNERS IN SALES, STORAGE AND WASHROOM AREAS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELEVATE ALL STOCK OFF FLOOR AND AWAY FROM WALLS FOR EASY CLEANING AND PEST CONTROL.",60620
451,5116 N LINCOLN AVE ,SEOUL DAN LAN II OR NOODLES SOUP,CHICAGO,YA KWANG,Restaurant,2018-01-19T00:00:00.000,2135732,Canvass,41.974596791124746,2235049,POINT (-87.692355410721 41.974596791125),,,,,-87.69235541072091,Fail,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST DEFROST THE REACH IN FREEZER WITH HEAVY ICE ACCUMULATED AND MAINTAIN.


REPLACE GROCERY BAG BEING USED TO STORED FROZEN FOODS WITH FOOD GRADE STORAGE BAG. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS NOT CORRECTED FROM REPORT #1982960 DATED 2/9/17. #32- OBSERVED RAW WOODEN SHELVINGS IN KITCHEN AREAS AND NO SPLASHGUARD AT THE BAR EXPOSED HANDSINK.INSTRUCTED TO SEAL RAW WOODEN SURFACES USING A NON-TOXIC FINISH AND INSTALL A SPLASHGUARD TO THE BAR EXPOSED HANDSINK AT THE RIGHT SIDE AND MAINTAIN.SERIOUS VIOLATION 7-42-090.",60625
452,6-8 W MAPLE ST ,MAPLE & ASH,CHICAGO,MAPLE & ASH/ EIGHT BAR,Restaurant,2018-01-19T00:00:00.000,2135731,Complaint,41.90199080838916,2288824,POINT (-87.62859380326 41.901990808389),,,,,-87.62859380325995,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED HAND SINKS AT 3RD FLOOR BAR AND 1ST FLOOR BAR ADJACENT TO MIXING SPOON DIPPER WELLS AND OTHER BAR PREP ITEMS. INSTRUCTED TO INSTALL A SPLASH GUARD ON THE LEFT SIDE OF EACH OF THESE SINKS TO PROTECT THE DIPPER WELLS FROM POTENTIAL CONTAMINATION DURING HANDWASHING. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: OBSERVED MULTIPLE EXPIRED FOOD HANDLER CERTIFICATES ON FILE. INSTRUCTED THAT ALL FOOD HANDLERS MUST MAINTAIN CURRENT FOOD HANDLER CERTIFICATION AND PROOF OF COMPLETION ON SITE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED BOXES OF PRODUCT STORED ON THE FLOOR IN BOTH LIQUOR STORAGE CLOSETS. INSTRUCTED TO STORE ALL PRODUCT AT LEAST 6 INCHES OFF THE FLOOR.",60610
453,3558 N PULASKI RD ,MANEE THAI PAN ASIAN RESTAURANT & SUSHI,CHICAGO,MANEETHAI RESTAURANT,Restaurant,2018-01-19T00:00:00.000,2135729,Canvass,41.94633265082317,2031570,POINT (-87.727546878888 41.946332650823),,,,,-87.72754687888805,Fail,Risk 1 (High),IL,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: FOUND 3 COMPARTMENT SINK NOT PROPERLY MAINTAINED. UNABLE TO TO PROVIDE HOT RUNNING WATER (EMPLOYEE HAS TO TURN THE MAIN HOT WATER VALVE UNDERNEATH 3 COMPARTMENT SINK IN REAR PREP AREA) INSTRUCTED TO REPAIR AND ALSO 3 COMPARTMENT SINK DRAINING IMPROPERLY INTO BASEMENT FLOOR DRAIN ONTO MAIN FLOOR DRAIN. MUST FIX OR REPLACE SUMP PUMP.
SERIOUS VIOLATION 7-38-030 | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: FOUND NO CHEMICAL SANITIZING STRIPS AVAILABLE FOR LOW TEMPERATURE DISH MACHINE AND FOR (2) 3 COMPARTMENT SANITIZING SINK. INSTRUCTED TO PROVIDE.
SERIOUS VIOLATION 7-38-030 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOOR AROUND (2) FLOOR DRAINS WITH EXCESSIVE GREASE AND GRIME ACCUMULATION IN BASEMENT STORAGE AREA.--------MUST  SEAL GAP/OPENING BETWEEN FLOOR AND BASEBOARD UNDERNEATH/CORNER OF 3 COMPARTMENT SINK.---------MUST CLEAN FLOORS ALONG THE WALLS AND IN ALL CORNERS IN BASEMENT DRY FOOD STORAGE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO CLEAN AND MAINTAIN INTERIOR SURFACES OF ICE MACHINE DOOR. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR STRIPPED HOT WATER FAUCET AT EXPOSED HAND SINK IN PREP/COOKING AREA. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: INSTRUCTED TO PROVIDE THERMOMETER VISIBLE AND ACCURATE INSIDE SUSHI CASE AND INSIDE ALL PREP COOLERS.",60641
